2017-12-16 09:16:44,493, DEBUG, Start Exp summary report
2017-12-16 09:16:44,493, DEBUG, exp id, 0, Training Accuracy, 0.916927, Testing Accuracy, 0.874568
2017-12-16 09:16:44,494, DEBUG, exp id, 1, Training Accuracy, 0.949532, Testing Accuracy, 0.90046
2017-12-16 09:16:44,494, DEBUG, exp id, 2, Training Accuracy, 0.921747, Testing Accuracy, 0.873993
2017-12-16 09:16:44,494, DEBUG, exp id, 3, Training Accuracy, 0.97108, Testing Accuracy, 0.913694
2017-12-16 09:16:44,494, DEBUG, exp id, 4, Training Accuracy, 0.973348, Testing Accuracy, 0.91542
2017-12-16 09:16:44,494, DEBUG, exp id, 5, Training Accuracy, 0.989793, Testing Accuracy, 0.93786
2017-12-16 09:16:44,494, DEBUG, exp id, 6, Training Accuracy, 0.976751, Testing Accuracy, 0.916571
2017-12-16 09:16:44,494, DEBUG, exp id, 7, Training Accuracy, 0.993762, Testing Accuracy, 0.943613
2017-12-16 09:16:44,494, DEBUG, exp id, 8, Training Accuracy, 0.993195, Testing Accuracy, 0.934407
2017-12-16 09:16:44,494, DEBUG, exp id, 9, Training Accuracy, 0.988942, Testing Accuracy, 0.9229
2017-12-16 09:16:44,494, DEBUG, exp id, 10, Training Accuracy, 0.98951, Testing Accuracy, 0.933832
2017-12-16 09:16:44,494, DEBUG, exp id, 11, Training Accuracy, 0.99518, Testing Accuracy, 0.940736
2017-12-16 09:16:44,494, DEBUG, exp id, 12, Training Accuracy, 0.999433, Testing Accuracy, 0.941312
2017-12-16 09:16:44,494, DEBUG, exp id, 13, Training Accuracy, 0.998582, Testing Accuracy, 0.943613
2017-12-16 09:16:44,494, DEBUG, exp id, 14, Training Accuracy, 0.999149, Testing Accuracy, 0.947066
2017-12-16 09:16:44,494, DEBUG, exp id, 15, Training Accuracy, 0.998866, Testing Accuracy, 0.93786
2017-12-16 09:16:44,494, DEBUG, exp id, 16, Training Accuracy, 0.999433, Testing Accuracy, 0.952819
2017-12-16 09:16:44,494, DEBUG, exp id, 17, Training Accuracy, 1.0, Testing Accuracy, 0.948792
2017-12-16 09:16:44,494, DEBUG, exp id, 18, Training Accuracy, 0.997448, Testing Accuracy, 0.939586
2017-12-16 09:16:44,494, DEBUG, exp id, 19, Training Accuracy, 0.998015, Testing Accuracy, 0.933832
2017-12-16 09:16:44,494, DEBUG, exp id, 20, Training Accuracy, 0.999716, Testing Accuracy, 0.935558
2017-12-16 09:16:44,495, DEBUG, exp id, 21, Training Accuracy, 0.999716, Testing Accuracy, 0.944189
2017-12-16 09:16:44,495, DEBUG, exp id, 22, Training Accuracy, 1.0, Testing Accuracy, 0.947066
2017-12-16 09:16:44,495, DEBUG, exp id, 23, Training Accuracy, 0.999149, Testing Accuracy, 0.93901
2017-12-16 09:16:44,495, DEBUG, exp id, 24, Training Accuracy, 1.0, Testing Accuracy, 0.947066
2017-12-16 09:16:44,495, DEBUG, exp id, 25, Training Accuracy, 1.0, Testing Accuracy, 0.952244
2017-12-16 09:16:44,495, DEBUG, exp id, 26, Training Accuracy, 1.0, Testing Accuracy, 0.945339
2017-12-16 09:16:44,495, DEBUG, exp id, 27, Training Accuracy, 1.0, Testing Accuracy, 0.94649
2017-12-16 09:16:44,495, DEBUG, exp id, 28, Training Accuracy, 1.0, Testing Accuracy, 0.944189
2017-12-16 09:16:44,495, DEBUG, exp id, 29, Training Accuracy, 1.0, Testing Accuracy, 0.945915
2017-12-16 09:16:44,495, DEBUG, exp id, 30, Training Accuracy, 1.0, Testing Accuracy, 0.939586
2017-12-16 09:16:44,495, DEBUG, exp id, 31, Training Accuracy, 1.0, Testing Accuracy, 0.937284
2017-12-16 09:16:44,495, DEBUG, exp id, 32, Training Accuracy, 1.0, Testing Accuracy, 0.934983
2017-12-16 09:16:44,495, DEBUG, exp id, 33, Training Accuracy, 1.0, Testing Accuracy, 0.944764
2017-12-16 09:16:44,495, DEBUG, exp id, 34, Training Accuracy, 1.0, Testing Accuracy, 0.935558
2017-12-16 09:16:44,495, DEBUG, exp id, 35, Training Accuracy, 1.0, Testing Accuracy, 0.938435
2017-12-16 09:16:44,495, DEBUG, End Exp summary report
