0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000,5100,5200,5300,5400,5500,5600,5700,5800,5900,6000,6100,6200,6300,6400,6500,6600,6700,6800,6900,7000,7100,7200,7300,7400,7500,7600,7700,7800,7900,8000,8100,8200,8300,8400,8500,8600,8700,8800,8900,9000,9100,9200,9300,9400,9500,9600,9700,9800,9900,10000,10100,10200,10300,10400,10500,10600,10700,10800,10900,11000,11100,11200,11300,11400,11500,11600,11700,11800,11900,12000,12100,12200,12300,12400,12500,12600,12700,12800,12900,13000,13100,13200,13300,13400,13500,13600,13700,13800,13900,14000,14100,14200,14300,14400,14500,14600,14700,14800,14900,15000,15100,15200,15300,15400,15500,15600,15700,15800,15900,16000,16100,16200,16300,16400,16500,16600,16700,16800,16900,17000,17100,17200,17300,17400,17500,17600,17700,17800,17900,18000,18100,18200,18300,18400,18500,18600,18700,18800,18900,19000,19100,19200,19300,19400,19500,19600,19700,19800,19900
5.4171,0.958331,0.797682,0.644908,0.561618,0.501525,0.452516,0.431953,0.405409,0.412571,0.375963,0.380053,0.355456,0.336886,0.328176,0.32345,0.317907,0.298605,0.302118,0.292497,0.284014,0.278826,0.271298,0.279551,0.263764,0.253085,0.251435,0.25872,0.246319,0.238735,0.234589,0.238404,0.233274,0.223454,0.223927,0.220268,0.206798,0.20829,0.20859,0.211895,0.206547,0.193255,0.199232,0.195307,0.200217,0.19458,0.186442,0.184599,0.182481,0.185676,0.179536,0.164356,0.168074,0.183573,0.157914,0.160074,0.156657,0.15246,0.156362,0.158429,0.163242,0.153124,0.148148,0.156719,0.155807,0.144746,0.136526,0.138504,0.131858,0.136097,0.132704,0.143857,0.128401,0.128017,0.130883,0.13011,0.12763,0.131088,0.12358,0.132351,0.11939,0.13132,0.127527,0.116732,0.119398,0.124587,0.128413,0.116415,0.131517,0.118299,0.127193,0.117574,0.114371,0.110632,0.110356,0.11203,0.115139,0.109979,0.107821,0.115564,0.115867,0.109189,0.103631,0.112753,0.107172,0.105105,0.106791,0.0984172,0.108644,0.110553,0.107359,0.104765,0.0970805,0.0981836,0.110557,0.11179,0.103071,0.103285,0.101432,0.109119,0.102708,0.0963609,0.102849,0.111522,0.105789,0.109156,0.110423,0.103624,0.107569,0.103149,0.105114,0.108794,0.0973674,0.0957428,0.0957779,0.107976,0.0976306,0.102886,0.105227,0.0950603,0.0985461,0.0975866,0.101637,0.0993477,0.101612,0.0973545,0.0972452,0.0984933,0.0949314,0.098404,0.104275,0.0983801,0.103539,0.099806,0.0987229,0.104317,0.0949964,0.100148,0.0975802,0.0992779,0.0971742,0.102245,0.0953711,0.0953421,0.0876185,0.0958013,0.0933484,0.0996051,0.102906,0.0921245,0.0938137,0.0978819,0.0946857,0.0992019,0.0943082,0.108513,0.0925434,0.0959215,0.0905027,0.0987245,0.0916375,0.0899426,0.0933386,0.0911823,0.0953187,0.102056,0.098911,0.0930807,0.0967169,0.0916891,0.0961082,0.0933517,0.0934221,0.0936066,0.101302,0.0973191,0.10473,0.115178,0.0990478,0.092875
0.222222,0.729345,0.79867,0.868946,0.878443,0.91358,0.925926,0.937322,0.94207,0.936372,0.941121,0.941121,0.951567,0.954416,0.959164,0.955366,0.956315,0.965812,0.963913,0.969611,0.965812,0.969611,0.97056,0.964862,0.969611,0.97151,0.968661,0.967711,0.97151,0.969611,0.973409,0.97056,0.968661,0.97151,0.97056,0.969611,0.977208,0.973409,0.97246,0.974359,0.973409,0.976258,0.97056,0.973409,0.97056,0.969611,0.97246,0.976258,0.974359,0.97246,0.97246,0.977208,0.974359,0.969611,0.980057,0.978158,0.977208,0.976258,0.974359,0.974359,0.973409,0.976258,0.977208,0.975309,0.974359,0.973409,0.976258,0.979107,0.977208,0.978158,0.976258,0.981007,0.980057,0.981007,0.979107,0.978158,0.977208,0.982906,0.979107,0.976258,0.981007,0.976258,0.981956,0.979107,0.981007,0.979107,0.976258,0.978158,0.975309,0.978158,0.978158,0.978158,0.978158,0.979107,0.981956,0.977208,0.978158,0.977208,0.978158,0.981956,0.975309,0.979107,0.978158,0.980057,0.980057,0.982906,0.980057,0.983856,0.980057,0.979107,0.979107,0.980057,0.983856,0.980057,0.976258,0.981956,0.981007,0.981007,0.981007,0.977208,0.979107,0.979107,0.981956,0.980057,0.978158,0.981956,0.975309,0.980057,0.978158,0.981007,0.979107,0.976258,0.980057,0.982906,0.983856,0.975309,0.981956,0.980057,0.980057,0.981956,0.981007,0.981007,0.981956,0.981956,0.980057,0.981007,0.980057,0.981956,0.981007,0.977208,0.983856,0.980057,0.978158,0.980057,0.981007,0.981007,0.979107,0.981956,0.981007,0.979107,0.977208,0.978158,0.981007,0.981956,0.981007,0.978158,0.981007,0.979107,0.979107,0.981956,0.980057,0.979107,0.980057,0.979107,0.980057,0.975309,0.979107,0.979107,0.981007,0.981007,0.980057,0.979107,0.979107,0.981956,0.982906,0.973409,0.981007,0.981007,0.982906,0.981007,0.981956,0.981007,0.979107,0.980057,0.979107,0.984805,0.974359,0.977208,0.980057,0.980057
