Test_files,top_1,identity,confidence_only,hard_freq_dist,soft_freq_dist,total
kelly,0.01694915254237288,0.01694915254237288,0.0,0.0,0.0,59
kelly_new,0.0963855421686747,0.0963855421686747,0.08433734939759036,0.12048192771084337,0.10843373493975904,83
kevin_quick_brown_fox,0.6363636363636364,0.5454545454545454,0.6818181818181818,0.6818181818181818,0.7272727272727273,22
kevin_tip,0.7846153846153846,0.8615384615384616,0.8153846153846154,0.9076923076923077,0.9076923076923077,65
russell_new,0.6666666666666666,0.7051282051282052,0.717948717948718,0.8205128205128205,0.7948717948717948,78
russell_new_2,0.8148148148148148,0.8148148148148148,0.8518518518518519,0.8518518518518519,0.8518518518518519,27
