Test_files,Vote,confidence_only,hard_freq_dist,soft_freq_dist
kelly,0.01694915254237288,0.01694915254237288,0.0,0.01694915254237288
kelly_new,0.0963855421686747,0.0963855421686747,0.12048192771084337,0.12048192771084337
kevin_quick_brown_fox,0.6363636363636364,0.6363636363636364,0.6818181818181818,0.7727272727272727
kevin_tip,0.8461538461538461,0.8461538461538461,0.9384615384615385,0.9076923076923077
russell_new,0.6923076923076923,0.6923076923076923,0.8076923076923077,0.782051282051282
russell_new_2,0.8148148148148148,0.7407407407407407,0.8518518518518519,0.8518518518518519
