Test_files,top_1,identity,confidence_only,hard_freq_dist,soft_freq_dist,total
kelly_30,0.22916666666666666,0.20833333333333334,0.22916666666666666,0.2916666666666667,0.2604166666666667,96
kevin_30,0.6741573033707865,0.6404494382022472,0.6853932584269663,0.8314606741573034,0.7865168539325843,89
russell_30,0.6777777777777778,0.7111111111111111,0.7333333333333333,0.9444444444444444,0.9,90
