Test_files,top_1,identity,confidence_only,hard_freq_dist,soft_freq_dist,total
kevin_30,0.6966292134831461,0.7752808988764045,0.7640449438202247,0.8202247191011236,0.8876404494382022,89
russell_30,0.8555555555555555,0.9444444444444444,0.9555555555555556,0.9888888888888889,0.9666666666666667,90
